chapter,text
Chapter 5,"packages, at first of five, then of ten, until at last nobody would"
Chapter 5,"take less than twenty, fifty, a hundred!"
Chapter 5,"Lord Albemarle, an elderly paralytic gentleman, was now the only"
Chapter 5,"advocate of Phileas Fogg left. This noble lord, who was fastened to his"
Chapter 5,"chair, would have given his fortune to be able to make the tour of the"
Chapter 5,"world, if it took ten years; and he bet five thousand pounds on Phileas"
Chapter 5,Fogg. When the folly as well as the uselessness of the adventure was
Chapter 5,"pointed out to him, he contented himself with replying, “If the thing"
Chapter 5,"is feasible, the first to do it ought to be an Englishman.”"
Chapter 5,"The Fogg party dwindled more and more, everybody was going against him,"
Chapter 5,and the bets stood a hundred and fifty and two hundred to one; and a
Chapter 5,week after his departure an incident occurred which deprived him of
Chapter 5,backers at any price.
Chapter 5,The commissioner of police was sitting in his office at nine o’clock
Chapter 5,"one evening, when the following telegraphic dispatch was put into his"
Chapter 5,hands:
Chapter 5,_Suez to London._
Chapter 5,"ROWAN, COMMISSIONER OF POLICE, SCOTLAND YARD:"
Chapter 5,"I’ve found the bank robber, Phileas Fogg. Send without delay"
Chapter 5,warrant of arrest to Bombay.
Chapter 5,"FIX, _Detective_."
Chapter 5,The effect of this dispatch was instantaneous. The polished gentleman
Chapter 5,"disappeared to give place to the bank robber. His photograph, which was"
Chapter 5,"hung with those of the rest of the members at the Reform Club, was"
Chapter 5,"minutely examined, and it betrayed, feature by feature, the description"
Chapter 5,of the robber which had been provided to the police. The mysterious
Chapter 5,"habits of Phileas Fogg were recalled; his solitary ways, his sudden"
Chapter 5,"departure; and it seemed clear that, in undertaking a tour round the"
Chapter 5,"world on the pretext of a wager, he had had no other end in view than"
Chapter 5,"to elude the detectives, and throw them off his track."
Chapter 6,CHAPTER VI.
Chapter 6,"IN WHICH FIX, THE DETECTIVE, BETRAYS A VERY NATURAL IMPATIENCE"
Chapter 6,The circumstances under which this telegraphic dispatch about Phileas
Chapter 6,Fogg was sent were as follows:
Chapter 6,"The steamer “Mongolia,” belonging to the Peninsular and Oriental"
Chapter 6,"Company, built of iron, of two thousand eight hundred tons burden, and"
Chapter 6,"five hundred horse-power, was due at eleven o’clock a.m. on Wednesday,"
Chapter 6,"the 9th of October, at Suez. The “Mongolia” plied regularly between"
Chapter 6,"Brindisi and Bombay _viâ_ the Suez Canal, and was one of the fastest"
Chapter 6,"steamers belonging to the company, always making more than ten knots an"
Chapter 6,"hour between Brindisi and Suez, and nine and a half between Suez and"
Chapter 6,Bombay.
Chapter 6,"Two men were promenading up and down the wharves, among the crowd of"
Chapter 6,natives and strangers who were sojourning at this once straggling
Chapter 6,"village—now, thanks to the enterprise of M. Lesseps, a fast-growing"
Chapter 6,"town. One was the British consul at Suez, who, despite the prophecies"
Chapter 6,"of the English Government, and the unfavourable predictions of"
Chapter 6,"Stephenson, was in the habit of seeing, from his office window, English"
Chapter 6,"ships daily passing to and fro on the great canal, by which the old"
Chapter 6,roundabout route from England to India by the Cape of Good Hope was
Chapter 6,"abridged by at least a half. The other was a small, slight-built"
Chapter 6,"personage, with a nervous, intelligent face, and bright eyes peering"
Chapter 6,out from under eyebrows which he was incessantly twitching. He was just
Chapter 6,"now manifesting unmistakable signs of impatience, nervously pacing up"
Chapter 6,"and down, and unable to stand still for a moment. This was Fix, one of"
Chapter 6,the detectives who had been dispatched from England in search of the
Chapter 6,bank robber; it was his task to narrowly watch every passenger who
Chapter 6,"arrived at Suez, and to follow up all who seemed to be suspicious"
Chapter 6,"characters, or bore a resemblance to the description of the criminal,"
Chapter 6,which he had received two days before from the police headquarters at
Chapter 6,London. The detective was evidently inspired by the hope of obtaining
Chapter 6,"the splendid reward which would be the prize of success, and awaited"
Chapter 6,"with a feverish impatience, easy to understand, the arrival of the"
Chapter 6,steamer “Mongolia.”
Chapter 6,"“So you say, consul,” asked he for the twentieth time, “that this"
Chapter 6,steamer is never behind time?”
Chapter 6,"“No, Mr. Fix,” replied the consul. “She was bespoken yesterday at Port"
Chapter 6,"Said, and the rest of the way is of no account to such a craft. I"
Chapter 6,repeat that the ‘Mongolia’ has been in advance of the time required by
Chapter 6,"the company’s regulations, and gained the prize awarded for excess of"
Chapter 6,speed.”
Chapter 6,“Does she come directly from Brindisi?”
Chapter 6,"“Directly from Brindisi; she takes on the Indian mails there, and she"
Chapter 6,"left there Saturday at five p.m. Have patience, Mr. Fix; she will not"
Chapter 6,"be late. But really, I don’t see how, from the description you have,"
Chapter 6,"you will be able to recognise your man, even if he is on board the"
Chapter 6,‘Mongolia.’”
Chapter 6,"“A man rather feels the presence of these fellows, consul, than"
Chapter 6,"recognises them. You must have a scent for them, and a scent is like a"
Chapter 6,"sixth sense which combines hearing, seeing, and smelling. I’ve arrested"
Chapter 6,"more than one of these gentlemen in my time, and, if my thief is on"
Chapter 6,"board, I’ll answer for it; he’ll not slip through my fingers.”"
Chapter 6,"“I hope so, Mr. Fix, for it was a heavy robbery.”"
Chapter 6,"“A magnificent robbery, consul; fifty-five thousand pounds! We don’t"
Chapter 6,often have such windfalls. Burglars are getting to be so contemptible
Chapter 6,nowadays! A fellow gets hung for a handful of shillings!”
Chapter 6,"“Mr. Fix,” said the consul, “I like your way of talking, and hope"
Chapter 6,you’ll succeed; but I fear you will find it far from easy. Don’t you
Chapter 6,"see, the description which you have there has a singular resemblance to"
Chapter 6,an honest man?”
Chapter 6,"“Consul,” remarked the detective, dogmatically, “great robbers always"
Chapter 6,resemble honest folks. Fellows who have rascally faces have only one
Chapter 6,"course to take, and that is to remain honest; otherwise they would be"
Chapter 6,"arrested off-hand. The artistic thing is, to unmask honest"
Chapter 6,"countenances; it’s no light task, I admit, but a real art.”"
Chapter 6,Mr. Fix evidently was not wanting in a tinge of self-conceit.
Chapter 6,Little by little the scene on the quay became more animated; sailors of
Chapter 6,"various nations, merchants, ship-brokers, porters, fellahs, bustled to"
Chapter 6,and fro as if the steamer were immediately expected. The weather was
Chapter 6,"clear, and slightly chilly. The minarets of the town loomed above the"
Chapter 6,"houses in the pale rays of the sun. A jetty pier, some two thousand"
Chapter 6,"yards along, extended into the roadstead. A number of fishing-smacks"
Chapter 6,"and coasting boats, some retaining the fantastic fashion of ancient"
Chapter 6,"galleys, were discernible on the Red Sea."
Chapter 6,"As he passed among the busy crowd, Fix, according to habit, scrutinised"
Chapter 6,"the passers-by with a keen, rapid glance."
Chapter 6,It was now half-past ten.
Chapter 6,"“The steamer doesn’t come!” he exclaimed, as the port clock struck."
Chapter 6,"“She can’t be far off now,” returned his companion."
Chapter 6,“How long will she stop at Suez?”
Chapter 6,“Four hours; long enough to get in her coal. It is thirteen hundred and
Chapter 6,"ten miles from Suez to Aden, at the other end of the Red Sea, and she"
Chapter 6,has to take in a fresh coal supply.”
Chapter 6,“And does she go from Suez directly to Bombay?”
Chapter 6,“Without putting in anywhere.”
Chapter 6,“Good!” said Fix. “If the robber is on board he will no doubt get off
Chapter 6,"at Suez, so as to reach the Dutch or French colonies in Asia by some"
Chapter 6,other route. He ought to know that he would not be safe an hour in
Chapter 6,"India, which is English soil.”"
Chapter 6,"“Unless,” objected the consul, “he is exceptionally shrewd. An English"
Chapter 6,"criminal, you know, is always better concealed in London than anywhere"
Chapter 6,else.”
Chapter 6,"This observation furnished the detective food for thought, and"
Chapter 6,"meanwhile the consul went away to his office. Fix, left alone, was more"
Chapter 6,"impatient than ever, having a presentiment that the robber was on board"
Chapter 6,the “Mongolia.” If he had indeed left London intending to reach the New
Chapter 6,"World, he would naturally take the route _viâ_ India, which was less"
Chapter 6,watched and more difficult to watch than that of the Atlantic. But
Chapter 6,Fix’s reflections were soon interrupted by a succession of sharp
Chapter 6,"whistles, which announced the arrival of the “Mongolia.” The porters"
Chapter 6,"and fellahs rushed down the quay, and a dozen boats pushed off from the"
Chapter 6,shore to go and meet the steamer. Soon her gigantic hull appeared
Chapter 6,"passing along between the banks, and eleven o’clock struck as she"
Chapter 6,"anchored in the road. She brought an unusual number of passengers, some"
Chapter 6,"of whom remained on deck to scan the picturesque panorama of the town,"
Chapter 6,"while the greater part disembarked in the boats, and landed on the"
Chapter 6,quay.
Chapter 6,"Fix took up a position, and carefully examined each face and figure"
Chapter 6,"which made its appearance. Presently one of the passengers, after"
Chapter 6,"vigorously pushing his way through the importunate crowd of porters,"
Chapter 6,came up to him and politely asked if he could point out the English
Chapter 6,"consulate, at the same time showing a passport which he wished to have"
Chapter 6,"_visaed_. Fix instinctively took the passport, and with a rapid glance"
Chapter 6,read the description of its bearer. An involuntary motion of surprise
Chapter 6,"nearly escaped him, for the description in the passport was identical"
Chapter 6,with that of the bank robber which he had received from Scotland Yard.
Chapter 6,“Is this your passport?” asked he.
Chapter 6,"“No, it’s my master’s.”"
Chapter 6,“And your master is—”
Chapter 6,“He stayed on board.”
Chapter 6,"“But he must go to the consul’s in person, so as to establish his"
Chapter 6,identity.”
Chapter 6,"“Oh, is that necessary?”"
Chapter 6,“Quite indispensable.”
Chapter 6,“And where is the consulate?”
Chapter 6,"“There, on the corner of the square,” said Fix, pointing to a house two"
Chapter 6,hundred steps off.
Chapter 6,"“I’ll go and fetch my master, who won’t be much pleased, however, to be"
Chapter 6,disturbed.”
Chapter 6,"The passenger bowed to Fix, and returned to the steamer."
